163.8	0	0	0
166.6	0	0	1
161.7	-1.21244	0	0
164.5	-1.21244	0	1
159.6	-2.42487	0	0
162.4	-2.42487	0	1
157.5	-3.63731	0	0
160.3	-3.63731	0	1
155.4	-4.84974	0	0
158.2	-4.84974	0	1
153.3	-6.06218	0	0
156.1	-6.06218	0	1
151.2	-7.27461	0	0
154	-7.27461	0	1
149.1	-8.48705	0	0
151.9	-8.48705	0	1
147	-9.69948	0	0
149.8	-9.69948	0	1
144.9	-10.9119	0	0
147.7	-10.9119	0	1
142.8	-12.1244	0	0
145.6	-12.1244	0	1
140.7	-13.3368	0	0
143.5	-13.3368	0	1
138.6	-14.5492	0	0
141.4	-14.5492	0	1
136.5	-15.7617	0	0
139.3	-15.7617	0	1
134.4	-16.9741	0	0
137.2	-16.9741	0	1
132.3	-18.1865	0	0
135.1	-18.1865	0	1
130.2	-19.399	0	0
133	-19.399	0	1
128.1	-20.6114	0	0
130.9	-20.6114	0	1
126	-21.8238	0	0
128.8	-21.8238	0	1
123.9	-23.0363	0	0
126.7	-23.0363	0	1
121.8	-24.2487	0	0
124.6	-24.2487	0	1
119.7	-25.4611	0	0
122.5	-25.4611	0	1
117.6	-26.6736	0	0
120.4	-26.6736	0	1
115.5	-27.886	0	0
118.3	-27.886	0	1
113.4	-29.0985	0	0
116.2	-29.0985	0	1
111.3	-30.3109	0	0
114.1	-30.3109	0	1
109.2	-31.5233	0	0
112	-31.5233	0	1
107.1	-32.7358	0	0
109.9	-32.7358	0	1
105	-33.9482	0	0
107.8	-33.9482	0	1
102.9	-35.1606	0	0
105.7	-35.1606	0	1
100.8	-36.3731	0	0
103.6	-36.3731	0	1
98.7	-37.5855	0	0
101.5	-37.5855	0	1
96.6	-38.7979	0	0
99.4	-38.7979	0	1
94.5	-40.0104	0	0
97.3	-40.0104	0	1
92.4	-41.2228	0	0
95.2	-41.2228	0	1
90.3	-42.4352	0	0
93.1	-42.4352	0	1
88.2	-43.6477	0	0
91	-43.6477	0	1
86.1	-44.8601	0	0
88.9	-44.8601	0	1
84	-46.0726	0	0
86.8	-46.0726	0	1
81.9	-47.285	0	0
84.7	-47.285	0	1
161.7	1.21244	0	0
164.5	1.21244	0	1
159.6	0	0	0
162.4	0	0	1
157.5	-1.21244	0	0
160.3	-1.21244	0	1
155.4	-2.42487	0	0
158.2	-2.42487	0	1
153.3	-3.63731	0	0
156.1	-3.63731	0	1
151.2	-4.84974	0	0
154	-4.84974	0	1
149.1	-6.06218	0	0
151.9	-6.06218	0	1
147	-7.27461	0	0
149.8	-7.27461	0	1
144.9	-8.48705	0	0
147.7	-8.48705	0	1
142.8	-9.69948	0	0
145.6	-9.69948	0	1
140.7	-10.9119	0	0
143.5	-10.9119	0	1
138.6	-12.1244	0	0
141.4	-12.1244	0	1
136.5	-13.3368	0	0
139.3	-13.3368	0	1
134.4	-14.5492	0	0
137.2	-14.5492	0	1
132.3	-15.7617	0	0
135.1	-15.7617	0	1
130.2	-16.9741	0	0
133	-16.9741	0	1
128.1	-18.1865	0	0
130.9	-18.1865	0	1
126	-19.399	0	0
128.8	-19.399	0	1
123.9	-20.6114	0	0
126.7	-20.6114	0	1
121.8	-21.8238	0	0
124.6	-21.8238	0	1
119.7	-23.0363	0	0
122.5	-23.0363	0	1
117.6	-24.2487	0	0
120.4	-24.2487	0	1
115.5	-25.4611	0	0
118.3	-25.4611	0	1
113.4	-26.6736	0	0
116.2	-26.6736	0	1
111.3	-27.886	0	0
114.1	-27.886	0	1
109.2	-29.0985	0	0
112	-29.0985	0	1
107.1	-30.3109	0	0
109.9	-30.3109	0	1
105	-31.5233	0	0
107.8	-31.5233	0	1
102.9	-32.7358	0	0
105.7	-32.7358	0	1
100.8	-33.9482	0	0
103.6	-33.9482	0	1
98.7	-35.1606	0	0
101.5	-35.1606	0	1
96.6	-36.3731	0	0
99.4	-36.3731	0	1
94.5	-37.5855	0	0
97.3	-37.5855	0	1
92.4	-38.7979	0	0
95.2	-38.7979	0	1
90.3	-40.0104	0	0
93.1	-40.0104	0	1
88.2	-41.2228	0	0
91	-41.2228	0	1
86.1	-42.4352	0	0
88.9	-42.4352	0	1
84	-43.6477	0	0
86.8	-43.6477	0	1
81.9	-44.8601	0	0
84.7	-44.8601	0	1
79.8	-46.0726	0	0
82.6	-46.0726	0	1
159.6	2.42487	0	0
162.4	2.42487	0	1
157.5	1.21244	0	0
160.3	1.21244	0	1
155.4	0	0	0
158.2	0	0	1
153.3	-1.21244	0	0
156.1	-1.21244	0	1
151.2	-2.42487	0	0
154	-2.42487	0	1
149.1	-3.63731	0	0
151.9	-3.63731	0	1
147	-4.84974	0	0
149.8	-4.84974	0	1
144.9	-6.06218	0	0
147.7	-6.06218	0	1
142.8	-7.27461	0	0
145.6	-7.27461	0	1
140.7	-8.48705	0	0
143.5	-8.48705	0	1
138.6	-9.69948	0	0
141.4	-9.69948	0	1
136.5	-10.9119	0	0
139.3	-10.9119	0	1
134.4	-12.1244	0	0
137.2	-12.1244	0	1
132.3	-13.3368	0	0
135.1	-13.3368	0	1
130.2	-14.5492	0	0
133	-14.5492	0	1
128.1	-15.7617	0	0
130.9	-15.7617	0	1
126	-16.9741	0	0
128.8	-16.9741	0	1
123.9	-18.1865	0	0
126.7	-18.1865	0	1
121.8	-19.399	0	0
124.6	-19.399	0	1
119.7	-20.6114	0	0
122.5	-20.6114	0	1
117.6	-21.8238	0	0
120.4	-21.8238	0	1
115.5	-23.0363	0	0
118.3	-23.0363	0	1
113.4	-24.2487	0	0
116.2	-24.2487	0	1
111.3	-25.4611	0	0
114.1	-25.4611	0	1
109.2	-26.6736	0	0
112	-26.6736	0	1
107.1	-27.886	0	0
109.9	-27.886	0	1
105	-29.0985	0	0
107.8	-29.0985	0	1
102.9	-30.3109	0	0
105.7	-30.3109	0	1
100.8	-31.5233	0	0
103.6	-31.5233	0	1
98.7	-32.7358	0	0
101.5	-32.7358	0	1
96.6	-33.9482	0	0
99.4	-33.9482	0	1
94.5	-35.1606	0	0
97.3	-35.1606	0	1
92.4	-36.3731	0	0
95.2	-36.3731	0	1
90.3	-37.5855	0	0
93.1	-37.5855	0	1
88.2	-38.7979	0	0
91	-38.7979	0	1
86.1	-40.0104	0	0
88.9	-40.0104	0	1
84	-41.2228	0	0
86.8	-41.2228	0	1
81.9	-42.4352	0	0
84.7	-42.4352	0	1
79.8	-43.6477	0	0
82.6	-43.6477	0	1
77.7	-44.8601	0	0
80.5	-44.8601	0	1
157.5	3.63731	0	0
160.3	3.63731	0	1
155.4	2.42487	0	0
158.2	2.42487	0	1
153.3	1.21244	0	0
156.1	1.21244	0	1
151.2	0	0	0
154	0	0	1
149.1	-1.21244	0	0
151.9	-1.21244	0	1
147	-2.42487	0	0
149.8	-2.42487	0	1
144.9	-3.63731	0	0
147.7	-3.63731	0	1
142.8	-4.84974	0	0
145.6	-4.84974	0	1
140.7	-6.06218	0	0
143.5	-6.06218	0	1
138.6	-7.27461	0	0
141.4	-7.27461	0	1
136.5	-8.48705	0	0
139.3	-8.48705	0	1
134.4	-9.69948	0	0
137.2	-9.69948	0	1
132.3	-10.9119	0	0
135.1	-10.9119	0	1
130.2	-12.1244	0	0
133	-12.1244	0	1
128.1	-13.3368	0	0
130.9	-13.3368	0	1
126	-14.5492	0	0
128.8	-14.5492	0	1
123.9	-15.7617	0	0
126.7	-15.7617	0	1
121.8	-16.9741	0	0
124.6	-16.9741	0	1
119.7	-18.1865	0	0
122.5	-18.1865	0	1
117.6	-19.399	0	0
120.4	-19.399	0	1
115.5	-20.6114	0	0
118.3	-20.6114	0	1
113.4	-21.8238	0	0
116.2	-21.8238	0	1
111.3	-23.0363	0	0
114.1	-23.0363	0	1
109.2	-24.2487	0	0
112	-24.2487	0	1
107.1	-25.4611	0	0
109.9	-25.4611	0	1
105	-26.6736	0	0
107.8	-26.6736	0	1
102.9	-27.886	0	0
105.7	-27.886	0	1
100.8	-29.0985	0	0
103.6	-29.0985	0	1
98.7	-30.3109	0	0
101.5	-30.3109	0	1
96.6	-31.5233	0	0
99.4	-31.5233	0	1
94.5	-32.7358	0	0
97.3	-32.7358	0	1
92.4	-33.9482	0	0
95.2	-33.9482	0	1
90.3	-35.1606	0	0
93.1	-35.1606	0	1
88.2	-36.3731	0	0
91	-36.3731	0	1
86.1	-37.5855	0	0
88.9	-37.5855	0	1
84	-38.7979	0	0
86.8	-38.7979	0	1
81.9	-40.0104	0	0
84.7	-40.0104	0	1
79.8	-41.2228	0	0
82.6	-41.2228	0	1
77.7	-42.4352	0	0
80.5	-42.4352	0	1
75.6	-43.6477	0	0
78.4	-43.6477	0	1
155.4	4.84974	0	0
158.2	4.84974	0	1
153.3	3.63731	0	0
156.1	3.63731	0	1
151.2	2.42487	0	0
154	2.42487	0	1
149.1	1.21244	0	0
151.9	1.21244	0	1
147	0	0	0
149.8	0	0	1
144.9	-1.21244	0	0
147.7	-1.21244	0	1
142.8	-2.42487	0	0
145.6	-2.42487	0	1
140.7	-3.63731	0	0
143.5	-3.63731	0	1
138.6	-4.84974	0	0
141.4	-4.84974	0	1
136.5	-6.06218	0	0
139.3	-6.06218	0	1
134.4	-7.27461	0	0
137.2	-7.27461	0	1
132.3	-8.48705	0	0
135.1	-8.48705	0	1
130.2	-9.69948	0	0
133	-9.69948	0	1
128.1	-10.9119	0	0
130.9	-10.9119	0	1
126	-12.1244	0	0
128.8	-12.1244	0	1
123.9	-13.3368	0	0
126.7	-13.3368	0	1
121.8	-14.5492	0	0
124.6	-14.5492	0	1
119.7	-15.7617	0	0
122.5	-15.7617	0	1
117.6	-16.9741	0	0
120.4	-16.9741	0	1
115.5	-18.1865	0	0
118.3	-18.1865	0	1
113.4	-19.399	0	0
116.2	-19.399	0	1
111.3	-20.6114	0	0
114.1	-20.6114	0	1
109.2	-21.8238	0	0
112	-21.8238	0	1
107.1	-23.0363	0	0
109.9	-23.0363	0	1
105	-24.2487	0	0
107.8	-24.2487	0	1
102.9	-25.4611	0	0
105.7	-25.4611	0	1
100.8	-26.6736	0	0
103.6	-26.6736	0	1
98.7	-27.886	0	0
101.5	-27.886	0	1
96.6	-29.0985	0	0
99.4	-29.0985	0	1
94.5	-30.3109	0	0
97.3	-30.3109	0	1
92.4	-31.5233	0	0
95.2	-31.5233	0	1
90.3	-32.7358	0	0
93.1	-32.7358	0	1
88.2	-33.9482	0	0
