27 0 0 1 1 0 0
27.99 0 0 1 1 0 1
25.5 -0.866025 0 1 1 0 0
26.49 -0.866025 0 1 1 0 1
24 -1.73205 0 1 1 0 0
24.99 -1.73205 0 1 1 0 1
22.5 -2.59808 0 1 1 0 0
23.49 -2.59808 0 1 1 0 1
21 -3.4641 0 1 1 0 0
21.99 -3.4641 0 1 1 0 1
19.5 -4.33013 0 1 1 0 0
20.49 -4.33013 0 1 1 0 1
18 -5.19615 0 1 1 0 0
18.99 -5.19615 0 1 1 0 1
16.5 -6.06218 0 1 1 0 0
17.49 -6.06218 0 1 1 0 1
15 -6.9282 0 1 1 0 0
15.99 -6.9282 0 1 1 0 1
13.5 -7.79423 0 1 1 0 0
14.49 -7.79423 0 1 1 0 1
25.5 0.866025 0 1 1 0 0
26.49 0.866025 0 1 1 0 1
24 0 0 1 1 0 0
24.99 0 0 1 1 0 1
22.5 -0.866025 0 1 1 0 0
23.49 -0.866025 0 1 1 0 1
21 -1.73205 0 1 1 0 0
21.99 -1.73205 0 1 1 0 1
19.5 -2.59808 0 1 1 0 0
20.49 -2.59808 0 1 1 0 1
18 -3.4641 0 1 1 0 0
18.99 -3.4641 0 1 1 0 1
16.5 -4.33013 0 1 1 0 0
17.49 -4.33013 0 1 1 0 1
15 -5.19615 0 1 1 0 0
15.99 -5.19615 0 1 1 0 1
13.5 -6.06218 0 1 1 0 0
14.49 -6.06218 0 1 1 0 1
12 -6.9282 0 1 1 0 0
12.99 -6.9282 0 1 1 0 1
24 1.73205 0 1 1 0 0
24.99 1.73205 0 1 1 0 1
22.5 0.866025 0 1 1 0 0
23.49 0.866025 0 1 1 0 1
21 0 0 1 1 0 0
21.99 0 0 1 1 0 1
19.5 -0.866025 0 1 1 0 0
20.49 -0.866025 0 1 1 0 1
18 -1.73205 0 1 1 0 0
18.99 -1.73205 0 1 1 0 1
16.5 -2.59808 0 1 1 0 0
17.49 -2.59808 0 1 1 0 1
15 -3.4641 0 1 1 0 0
15.99 -3.4641 0 1 1 0 1
13.5 -4.33013 0 1 1 0 0
14.49 -4.33013 0 1 1 0 1
12 -5.19615 0 1 1 0 0
12.99 -5.19615 0 1 1 0 1
10.5 -6.06218 0 1 1 0 0
11.49 -6.06218 0 1 1 0 1
22.5 2.59808 0 1 1 0 0
23.49 2.59808 0 1 1 0 1
21 1.73205 0 1 1 0 0
21.99 1.73205 0 1 1 0 1
19.5 0.866025 0 1 1 0 0
20.49 0.866025 0 1 1 0 1
18 0 0 1 1 0 0
18.99 0 0 1 1 0 1
16.5 -0.866025 0 1 1 0 0
17.49 -0.866025 0 1 1 0 1
15 -1.73205 0 1 1 0 0
15.99 -1.73205 0 1 1 0 1
13.5 -2.59808 0 1 1 0 0
14.49 -2.59808 0 1 1 0 1
12 -3.4641 0 1 1 0 0
12.99 -3.4641 0 1 1 0 1
10.5 -4.33013 0 1 1 0 0
11.49 -4.33013 0 1 1 0 1
9 -5.19615 0 1 1 0 0
9.99 -5.19615 0 1 1 0 1
21 3.4641 0 1 1 0 0
21.99 3.4641 0 1 1 0 1
19.5 2.59808 0 1 1 0 0
20.49 2.59808 0 1 1 0 1
18 1.73205 0 1 1 0 0
18.99 1.73205 0 1 1 0 1
16.5 0.866025 0 1 1 0 0
17.49 0.866025 0 1 1 0 1
15 0 0 1 1 0 0
15.99 0 0 1 1 0 1
13.5 -0.866025 0 1 1 0 0
14.49 -0.866025 0 1 1 0 1
12 -1.73205 0 1 1 0 0
12.99 -1.73205 0 1 1 0 1
10.5 -2.59808 0 1 1 0 0
11.49 -2.59808 0 1 1 0 1
9 -3.4641 0 1 1 0 0
9.99 -3.4641 0 1 1 0 1
7.5 -4.33013 0 1 1 0 0
8.49 -4.33013 0 1 1 0 1
19.5 4.33013 0 1 1 0 0
20.49 4.33013 0 1 1 0 1
18 3.4641 0 1 1 0 0
18.99 3.4641 0 1 1 0 1
16.5 2.59808 0 1 1 0 0
17.49 2.59808 0 1 1 0 1
15 1.73205 0 1 1 0 0
15.99 1.73205 0 1 1 0 1
13.5 0.866025 0 1 1 0 0
14.49 0.866025 0 1 1 0 1
12 0 0 1 1 0 0
12.99 0 0 1 1 0 1
10.5 -0.866025 0 1 1 0 0
11.49 -0.866025 0 1 1 0 1
9 -1.73205 0 1 1 0 0
9.99 -1.73205 0 1 1 0 1
7.5 -2.59808 0 1 1 0 0
8.49 -2.59808 0 1 1 0 1
6 -3.4641 0 1 1 0 0
6.99 -3.4641 0 1 1 0 1
18 5.19615 0 1 1 0 0
18.99 5.19615 0 1 1 0 1
16.5 4.33013 0 1 1 0 0
17.49 4.33013 0 1 1 0 1
15 3.4641 0 1 1 0 0
15.99 3.4641 0 1 1 0 1
13.5 2.59808 0 1 1 0 0
14.49 2.59808 0 1 1 0 1
12 1.73205 0 1 1 0 0
12.99 1.73205 0 1 1 0 1
10.5 0.866025 0 1 1 0 0
11.49 0.866025 0 1 1 0 1
9 0 0 1 1 0 0
9.99 0 0 1 1 0 1
7.5 -0.866025 0 1 1 0 0
8.49 -0.866025 0 1 1 0 1
6 -1.73205 0 1 1 0 0
6.99 -1.73205 0 1 1 0 1
4.5 -2.59808 0 1 1 0 0
5.49 -2.59808 0 1 1 0 1
16.5 6.06218 0 1 1 0 0
17.49 6.06218 0 1 1 0 1
15 5.19615 0 1 1 0 0
15.99 5.19615 0 1 1 0 1
13.5 4.33013 0 1 1 0 0
14.49 4.33013 0 1 1 0 1
12 3.4641 0 1 1 0 0
12.99 3.4641 0 1 1 0 1
10.5 2.59808 0 1 1 0 0
11.49 2.59808 0 1 1 0 1
9 1.73205 0 1 1 0 0
9.99 1.73205 0 1 1 0 1
7.5 0.866025 0 1 1 0 0
8.49 0.866025 0 1 1 0 1
6 0 0 1 1 0 0
6.99 0 0 1 1 0 1
4.5 -0.866025 0 1 1 0 0
5.49 -0.866025 0 1 1 0 1
3 -1.73205 0 1 1 0 0
3.99 -1.73205 0 1 1 0 1
15 6.9282 0 1 1 0 0
15.99 6.9282 0 1 1 0 1
13.5 6.06218 0 1 1 0 0
14.49 6.06218 0 1 1 0 1
12 5.19615 0 1 1 0 0
12.99 5.19615 0 1 1 0 1
10.5 4.33013 0 1 1 0 0
11.49 4.33013 0 1 1 0 1
9 3.4641 0 1 1 0 0
9.99 3.4641 0 1 1 0 1
7.5 2.59808 0 1 1 0 0
8.49 2.59808 0 1 1 0 1
6 1.73205 0 1 1 0 0
6.99 1.73205 0 1 1 0 1
4.5 0.866025 0 1 1 0 0
5.49 0.866025 0 1 1 0 1
3 0 0 1 1 0 0
3.99 0 0 1 1 0 1
1.5 -0.866025 0 1 1 0 0
2.49 -0.866025 0 1 1 0 1
13.5 7.79423 0 1 1 0 0
14.49 7.79423 0 1 1 0 1
12 6.9282 0 1 1 0 0
12.99 6.9282 0 1 1 0 1
10.5 6.06218 0 1 1 0 0
11.49 6.06218 0 1 1 0 1
9 5.19615 0 1 1 0 0
9.99 5.19615 0 1 1 0 1
7.5 4.33013 0 1 1 0 0
8.49 4.33013 0 1 1 0 1
6 3.4641 0 1 1 0 0
6.99 3.4641 0 1 1 0 1
4.5 2.59808 0 1 1 0 0
5.49 2.59808 0 1 1 0 1
3 1.73205 0 1 1 0 0
3.99 1.73205 0 1 1 0 1
1.5 0.866025 0 1 1 0 0
2.49 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
0.99 0 0 1 1 0 1
