0 0 3.6
0 0 19.0552
1.20283 0.640098 4.00493
0.700704 0.180877 6.38194
1.35974 0.946245 5.38353
1.17848 2.29673 5.78846
0.340342 2.86123 4.7885
-0.978821 2.52134 5.19343
-1.44037 1.62196 4.19503
-0.946897 0.352382 4.59841
0.04491 0.000938 8.76049
0.980444 0.381748 7.76054
1.43441 1.66663 8.16547
0.945274 2.55071 7.16706
-0.383629 2.84936 7.57199
-1.20391 2.25955 6.57203
-1.34405 0.904697 6.97696
-0.661205 0.159947 5.97701
0.385793 0.052796 10.1391
1.37489 0.988731 10.544
1.34297 1.9987 9.54407
0.296514 2.87091 9.949
-0.702868 2.7194 8.94904
-1.44469 1.5776 9.35397
-1.17686 0.603235 8.35557
1.01345 0.413299 12.921
1.44524 1.32612 11.9226
0.911186 2.57976 12.326
-0.047074 2.90059 11.3276
-1.22826 2.22238 11.7325
-1.43387 1.23271 10.7326
-0.621165 0.139954 11.1375
0.428539 0.064979 15.298
1.22934 0.681022 14.2996
1.32512 2.03963 14.7046
0.619 2.7622 13.7046
-0.741826 2.69691 14.1095
-1.37544 1.91061 13.1111
-1.15035 0.56731 13.5161
-0.29435 0.030615 12.5161
0.743449 0.205557 16.6766
1.44848 1.3711 17.0816
1.14872 2.33578 16.0832
-0.091984 2.8984 16.4881
-1.01453 2.48698 15.4881
-1.42684 1.18866 15.8931
-0.909562 0.32083 14.8947
1.4263 1.71505 18.4602
0.578419 2.78125 18.8651
-0.430703 2.83592 17.8667
-1.38896 1.86781 18.2701
-1.32457 0.859711 17.2717
-0.249981 0.021868 17.6766
