45.6233 17.5978 3.08418
46.9787 17.4764 2.57505
46.8778 17.4298 1.15194
44.7491 17.7895 1.97074
45.318 16.5008 3.95474
46.5796 15.8839 4.22926
47.6047 16.4748 3.40749
48.4523 15.6982 2.55856
48.5943 15.7379 1.13124
46.6035 14.4687 4.38969
47.6435 13.7229 3.77608
48.5663 14.3214 2.88249
49.2704 13.6432 1.84045
43.4532 17.3011 1.64302
43.1184 16.5973 2.86339
44.0079 15.9538 3.77168
44.1965 14.6163 4.27926
45.3337 13.8356 4.62381
41.5462 15.7597 1.28177
41.894 15.8719 2.66102
42.0853 14.5429 3.20661
43.001 13.8474 4.02216
41.0346 14.4278 1.16556
41.1912 13.7279 2.41513
47.7045 12.3088 3.90782
49.0089 12.2451 1.83495
45.421 12.4172 4.76064
43.0794 12.4377 4.1878
41.5267 12.3517 2.37237
46.597 11.6459 4.52403
48.5162 11.5863 2.98791
44.1895 11.6815 4.66994
42.1426 11.6525 3.44084
41.1858 11.6239 1.20367
46.625 10.2235 4.53069
48.5073 10.1643 2.98317
44.2147 10.2629 4.69388
42.1511 10.2373 3.44195
41.2122 10.2096 1.20251
45.4193 9.50543 4.8013
47.6652 9.47882 3.90704
48.9708 9.47118 1.83176
43.0882 9.51376 4.23659
41.5067 9.51022 2.40417
45.4234 8.08631 4.79667
47.6717 8.05779 3.89319
48.9651 8.05011 1.82981
43.0737 8.09587 4.22427
41.4963 8.09246 2.37852
44.201 7.35974 4.69339
46.6076 7.34449 4.51872
48.4694 7.33959 2.9593
42.1398 7.37622 3.42778
41.2055 7.39064 1.17949
44.1864 5.94288 4.67909
46.6051 5.92653 4.50555
48.4657 5.92065 2.94419
42.1215 5.95851 3.4037
41.197 5.97289 1.15172
43.0506 5.23006 4.19985
45.4045 5.21041 4.77683
47.6514 5.20299 3.86569
48.939 5.21334 1.80295
41.478 5.25568 2.3481
43.0347 3.81225 4.18162
45.3939 3.79252 4.76223
47.6446 3.7841 3.8488
48.9312 3.79445 1.78712
41.4647 3.83792 2.32467
42.0989 3.11178 3.37145
44.1641 3.08409 4.65168
46.5857 3.06874 4.47595
48.4452 3.0719 2.91277
41.1784 3.14314 1.11838
42.0859 1.69396 3.35201
44.1513 1.66625 4.63523
46.576 1.65086 4.46028
48.4364 1.65304 2.89502
41.1664 1.72432 1.09885
41.443 0.998205 2.29043
43.0121 0.965522 4.14937
45.3724 0.941762 4.73186
47.6241 0.935347 3.81738
48.9106 0.948717 1.75375
41.4313 -0.419649 2.27391
43.0003 -0.452334 4.13284
45.3606 -0.477094 4.71532
47.6143 -0.483523 3.80071
48.8998 -0.470132 1.73614
41.1459 -1.11441 1.06556
42.0633 -1.14875 3.31881
44.1287 -1.17948 4.60299
46.5544 -1.19587 4.42796
48.4148 -1.1917 2.86273
41.1334 -2.53231 1.0531
42.0526 -2.56663 3.30321
44.118 -2.59835 4.58639
46.5436 -2.61474 4.41135
48.4049 -2.61056 2.84505
41.4096 -3.26237 2.24064
42.9787 -3.29706 4.09955
45.3391 -3.32083 4.68304
47.5926 -3.32825 3.76741
48.8791 -3.31386 1.70279
41.3999 -4.68026 2.22497
42.9679 -4.71492 4.08295
45.3282 -4.73968 4.66543
47.5819 -4.74611 3.75082
48.8673 -4.73171 1.68527
41.1136 -5.37702 1.01766
42.0309 -5.41134 3.26892
44.0963 -5.44207 4.5531
46.522 -5.45846 4.37807
48.3833 -5.45428 2.81177
41.1037 -6.79488 1
42.021 -6.8292 3.25125
44.0855 -6.85992 4.53551
46.5112 -6.87632 4.36147
48.3725 -6.87213 2.79417
41.3782 -7.52496 2.18968
42.9462 -7.55863 4.04867
45.3066 -7.5834 4.63215
47.5602 -7.58982 3.71654
48.8456 -7.57442 1.651
41.3683 -8.94381 2.172
42.9354 -8.97748 4.03107
45.2957 -9.00225 4.61454
47.5493 -9.00867 3.69893
48.8337 -8.99326 1.63347
41.9993 -9.67391 3.21696
44.0638 -9.70463 4.50122
46.4895 -9.72104 4.32718
48.3498 -9.71584 2.75997
41.9895 -11.0928 3.19929
44.0539 -11.1235 4.48354
46.4786 -11.1389 4.30859
48.3379 -11.1347 2.74143
41.3486 -11.7895 2.13756
42.9146 -11.8232 3.99669
45.275 -11.848 4.58017
47.5275 -11.8534 3.66364
48.8109 -11.8359 1.59727
41.3397 -13.2084 2.11881
42.9047 -13.241 3.97803
45.264 -13.2658 4.56058
47.5156 -13.2722 3.64511
48.799 -13.2548 1.57874
41.9697 -13.9405 3.16382
44.0331 -13.9712 4.44815
46.4568 -13.9866 4.27327
48.3159 -13.9793 2.70415
41.9607 -15.3583 3.14509
44.0231 -15.389 4.42849
46.4457 -15.4044 4.25268
48.3029 -15.3982 2.68469
41.3209 -16.0591 2.08424
42.8848 -16.0917 3.94153
45.2432 -16.1155 4.52416
47.4936 -16.1189 3.60681
48.7738 -16.0964 1.53672
41.312 -17.477 2.0665
42.8759 -17.5096 3.9228
45.2332 -17.5333 4.50451
47.4835 -17.5377 3.58614
48.7605 -17.5161 1.51426
41.9447 -18.214 3.10725
44.0039 -18.2437 4.38788
46.4245 -18.256 4.21126
48.2785 -18.2437 2.63956
