0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
0 0 0 1 1 0 0
1.5 0.866025 0 1 1 0 1
