0.00204187 -1.42383 6
0.00204187 -1.42383 21.4552
1.20487 -0.783728 6.40493
0.702746 -1.24295 8.78194
1.36179 -0.477581 7.78353
1.18052 0.872903 8.18846
0.342384 1.4374 7.18851
-0.976779 1.09751 7.59343
-1.43832 0.198129 6.59502
-0.944855 -1.07144 6.99841
0.0469519 -1.42289 11.1605
0.982486 -1.04208 10.1605
1.43646 0.242802 10.5655
0.947316 1.12688 9.56706
-0.381587 1.42553 9.97199
-1.20187 0.835728 8.97203
-1.34201 -0.519129 9.37696
-0.659163 -1.26388 8.37701
0.387835 -1.37103 12.5391
1.37694 -0.435095 12.944
1.34501 0.574878 11.9441
0.298556 1.44708 12.349
-0.700826 1.29557 11.349
-1.44265 0.153769 11.754
-1.17482 -0.820591 10.7556
1.01549 -1.01053 15.321
1.44728 -0.0977083 14.3226
0.913228 1.15593 14.726
-0.0450321 1.47676 13.7276
-1.22622 0.798553 14.1325
-1.43183 -0.191115 13.1326
-0.619123 -1.28387 13.5375
0.430581 -1.35885 17.698
1.23138 -0.742804 16.6996
1.32716 0.615802 17.1046
0.621042 1.33837 16.1046
-0.739784 1.27308 16.5095
-1.37339 0.486783 15.5111
-1.1483 -0.856516 15.9161
-0.292308 -1.39321 14.9161
0.745491 -1.21827 19.0766
1.45052 -0.0527243 19.4816
1.15076 0.911952 18.4832
-0.0899421 1.47458 18.8881
-1.01249 1.06315 17.8881
-1.4248 -0.235163 18.2931
-0.90752 -1.103 17.2947
1.42834 0.291223 20.8602
0.580461 1.35743 21.2651
-0.428661 1.4121 20.2667
-1.38692 0.443984 20.6701
-1.32253 -0.564115 19.6717
-0.247939 -1.40196 20.0766
0 0 4
